inchikey,scaffold,partition,fold
SFQUEYCZYVQMRY-CTYIDZIISA-N,O=c1c2cccnc2ncn1Cc1nn(C2CC(c3ccccc3)C2)c(=O)o1,0,1
SFVBXBHHOGKJEW-RQJWMODNSA-N,O=C1C2NC=NC2N=CN1Cc1nc(C2COC(c3ccccc3)C2)no1,0,4
SGCZWBXKGMRYGM-XOIINTDNSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CC2CN(c2ccccc2)C3)no1,0,0
SGEZELHMEQVNFY-NRFANRHFSA-N,O=C(NCC(Cc1ccccc1)N1CCCCC1)C1(c2ccccc2)CC1,0,1
SGEZELHMEQVNFY-OAQYLSRUSA-N,O=C(NCC(Cc1ccccc1)N1CCCCC1)C1(c2ccccc2)CC1,0,1
SGEZELHMEQVNFY-UHFFFAOYSA-N,O=C(NCC(Cc1ccccc1)N1CCCCC1)C1(c2ccccc2)CC1,0,1
SHEZWPJUOWPXDN-UHFFFAOYSA-N,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,0,3
SHLKDPMPLSENMB-UHFFFAOYSA-N,O=C(Cn1ccc2[nH]c(=O)[nH]c(=O)c21)Nc1nc(-c2ccccc2)cs1,0,4
SHSSNEIQZDUKEK-LISNJYIYSA-N,O=C(Cc1csc2[nH]c(=O)[nH]c(=O)c12)N=c1[nH]c(-c2ccccc2)cs1,0,0
SIHRXNYLUBLFFN-UZLBHIALSA-N,O=C(NCc1cccc(-c2cccnn2)c1)C1CCCN1S(=O)(=O)c1ccccc1,0,2
SILAPDUQPMKZOP-MQMHXKEQSA-N,O=c1c2[nH]cnc2cnn1Cc1nn(C2CC(c3ccccc3)C2)c(=O)o1,0,4
SIVFQWBIRYGTTL-GXTWGEPZSA-N,O=c1c2ccnn2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,0,4
SJAIVGYRWIRMMF-UHFFFAOYSA-N,O=C(CNC(=O)c1ccccc1)c1ccccc1,0,2
SJUCKSBEIQPXBE-IGCXYCKISA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,0,3
SJUCKSBEIQPXBE-OGHNNQOOSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,0,3
SJYUOIRAPYIRKY-MQMHXKEQSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(C2CC(c3ccccc3)C2)c(=O)o1,0,0
SKHDURSNHJWXRZ-UHFFFAOYSA-N,c1ccccc1,0,1
SKJSBHKZBFLKPZ-MNZLEMJZSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccc5[nH]ccc5c4)CC32)no1,0,1
SKLLQNALHJGISD-UKRRQHHQSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(C2CCC(c3ccccc3)C2)c(=O)o1,0,4
SKTMPVUPTJNYLK-UHFFFAOYSA-N,c1ccc(-c2cn3ccccc3n2)cc1,0,3
SLALXZHBVOLRJL-PKOBYXMFSA-N,O=c1c2cnc(N3CCOCC3)n2ccn1Cc1nc(C2COC(c3ccccc3)C2)no1,0,0
SLNROIPXLUPVIJ-XLIONFOSSA-N,O=C(NCc1cnn(-c2ccccc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,0,1
SLOODCSWMAVTSP-KWUMSVIQSA-N,O=c1c2cccnc2ncn1Cc1nc(C2CC(c3ccccc3)C2)no1,0,2
SLXXZLZVLVMTHQ-UHFFFAOYSA-N,O=C(Cn1ccc2[nH]c(=O)[nH]c(=O)c21)Nc1ccccc1,0,3
SMIMKERZYSZTRX-MNZLEMJZSA-N,O=c1c2cccnc2cnn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,0,0
SMINZQWEKSNLMB-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1,0,0
SMMFPASDMNZEDG-IERDGZPVSA-N,O=C(NCc1cc(-c2ccccc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,0,4
SNLKVSGXSRSUAR-QFIPXVFZSA-N,O=C(NCc1cc(-c2cccnc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,0,0
SNXTZGQKRRAGHG-HXOBKFHXSA-N,O=C(NCc1cccc(-c2cncnc2)c1)C12CC1CCN2S(=O)(=O)c1ccccc1,0,1
SOBJXYFMGNTIEM-JTQLQIEISA-N,O=c1c2ccsc2ncn1Cc1nc(CCc2ccccc2)no1,0,2
SOXPNOPOIIHWLL-APWZRJJASA-N,O=C(NCc1ccnc(-c2cccnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,0,0
SOYOXOXAXREIQP-UHFFFAOYSA-N,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,0,2
SPMLDYAYUULMCM-UHFFFAOYSA-N,c1ccc(Oc2nccc3ccccc23)cc1,0,3
SPQAQEDLUSSZTH-IPVJXJPOSA-N,O=c1c2cccnc2ncn1Cc1nc(C2CC(c3ccccc3)C2)no1,0,2
SPQGFWUNDMTMBR-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ncno3)c(=O)c21)Nc1cccc(-c2cccnc2)n1,0,2
SQIWWIMCDCSDHP-ZDUSSCGKSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cccc(-c2cccnc2)n1,0,1
SQNNYRWDFNZPBJ-CTTBUFIDSA-N,C=C1CCCC2C(CCC3CCCOO3)CCCC12,0,3
SRIXRPCMEOZYEY-UHFFFAOYSA-N,O=C(CCCCCCCCc1ccccc1)CCc1ccc2c(c1)OCO2,0,3
SRQGUJBYQSAYQR-CMPLNLGQSA-N,c1cc(CC2CCCCC2)cs1,0,2
SSFBTXCTOUIVNI-UHFFFAOYSA-N,O=C(NCc1cnn(-c2ccccc2)c1)C1CCCC1S(=O)(=O)c1ccccc1,0,4
SSJBHGRPQUDMCG-GXFFZTMASA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,0,2
SSKORUNHYXULOP-SHTZXODSSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(C2CC(c3ccccc3)C2)c(=O)o1,0,0
SSLPGGYMXROYIW-VYDXJSESSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,0,3
SSLPGGYMXROYIW-ZMSDIMECSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,0,3
SSONTNYBPYRIPQ-UHFFFAOYSA-N,c1ccccc1,0,1
SSRZLDGEGHSZEF-PANOFWHVSA-N,c1ccccc1,0,1
STVTVNLJAIJDGA-OOHWJJMZSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1ccnc(-c2ccc(N3CC4CC4C3)nc2)n1,0,0
SUFJYKCRTUPWLF-JQRITLKVSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cnc(N3CC4CC4C3)nc2)n1,0,4
SUKMMEQGLYCHDO-WMLDXEAASA-N,O=c1c2ccncc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,0,4
SUOFUNIWBNOTLX-UTKZUKDTSA-N,O=C(NCc1ccnc(-c2ccccc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,0,1
SUQAOTIMESBARL-KDOFPFPSSA-N,O=C(NCc1cc(-c2cccnc2)ncn1)C1CCCN1S(=O)(=O)c1cccnc1,0,0
SUWXREOOEJAHMP-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2cncnc2)n1,0,1
SVCDWQHTFLFQMQ-JTQLQIEISA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2cncnc2)n1,0,1
SVTKBAIRFMXQQF-UHFFFAOYSA-N,c1ccc2c(c1)COc1ccccc1-2,0,2
SWYFCGPPXKEKNP-APWZRJJASA-N,O=C(NCc1ccnc(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,0,0
SXDANHSUZITSHM-GOEBONIOSA-N,O=c1ccn2c(=O)n(Cc3nc(C4COC(c5ccccc5)C4)no3)ccc2n1,0,0
SXGYZCMGVZKIPJ-GHMZBOCLSA-N,c1ccccc1,0,1
SXGYZCMGVZKIPJ-UHFFFAOYSA-N,c1ccccc1,0,1
SXJJZCCFGGSOJB-NLWGTHIKSA-N,O=c1c2cccnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,0,3
SXUKBNBSHRPWJJ-VFNWGFHPSA-N,O=C(NCc1cc(-c2ccccc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,0,4
SYBZRZVYXNPFGS-UHFFFAOYSA-N,c1ccccc1,0,1
SZBPQYFWTGZAMC-NRFANRHFSA-N,O=C(NCc1cc(-c2cccnc2)ncn1)C1CCN1S(=O)(=O)c1ccccc1,0,4
SZCCBJJJEASGND-QLPKVWCKSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,0,0
SZOFJGFPAKXGKY-UHFFFAOYSA-N,O=c1c2cncnc2ncn1Cc1nc(CCc2ccccc2)no1,0,0
TUAFGKSMMBBDOF-LBPRGKRZSA-N,O=c1c2ccsc2ncn1Cc1nc(CCc2ccccc2)no1,0,2
TUFNPZJUMAECBK-NQIIRXRSSA-N,O=C(NCc1ccnc(-c2cccnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,0,0
TUTNHPYHAJGPKX-VFNWGFHPSA-N,O=C(NCc1cc(-c2ccccc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,0,4
TVAIIHSCCMEHLG-UHFFFAOYSA-N,c1ccc(-c2ccc3[nH]ncc3c2)cc1,0,4
TVVQCFOIOIBUOF-UTKZUKDTSA-N,O=C(NCc1cccc(-c2cnccn2)c1)C1CCCN1S(=O)(=O)c1ccccc1,0,4
TVXKFCWCHZXPPB-KWUMSVIQSA-N,O=c1c2cccnc2ncn1Cc1nc(C2CC(c3ccccc3)C2)no1,0,2
TVZRIJSXZCQZFN-SJORKVTESA-N,O=C(NCc1cnn(-c2cccnc2)c1)C1CCC1S(=O)(=O)c1ccccc1,0,3
TWBKIWUMAUJIEJ-UHFFFAOYSA-N,c1ccc(-c2cn3ccccc3n2)cc1,0,3
TWFOTSFGMLZRBL-ZDUSSCGKSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccccn3)c(=O)c21)Nc1cncc(-c2cncnc2)n1,0,0
TXKNNFBWMGCAIH-UHFFFAOYSA-N,c1ccc(-c2ccc3[nH]ncc3c2)cc1,0,4
TXNGOQOPLKBABO-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cccnc2)n1,0,1
TXPGGPGYHNTFCB-UHFFFAOYSA-N,O=C1C2=C(NC(=S)NC2c2cccc(Oc3ccccc3)c2)c2ccccc21,0,3
TYJQINOLZPZTBH-VYDXJSESSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,0,3
TYJQINOLZPZTBH-ZMSDIMECSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,0,3
TYQOZUXGSCBNIH-ZMSDIMECSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,0,3
TYULVTOTCDEHCJ-UHFFFAOYSA-N,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,0,3
TYVAUHSKNIQPSU-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cccnc2)n1,0,3
TZBQKXVWVGUNKE-NSHDSACASA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1csc(-c2cncnc2)n1,0,3
TZHDABLSSVGCNR-CPNJWEJPSA-N,c1ccc(-c2ncoc2-c2ccccc2)cc1,0,0
TZLVKUCIPMWSSF-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1cccs1,0,3
TZSFNLCUZPGZPC-HSBZDZAISA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cnc(N3CC4CC4C3)nc2)n1,0,4
UAFOQTDIOJYBAK-LBPRGKRZSA-N,O=c1c2ccsc2ncn1Cc1nnn(CCc2cc3ccccc3o2)n1,0,2
UALSWYBQKGDEMG-FOLVSLTJSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,0,0
UATIZTLPJAFMBY-UHFFFAOYSA-N,c1ccc(NC2CCC2)nc1,0,3
UATUZHBLNDHYJN-UHFFFAOYSA-N,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,0,2
UBDMNODMLSWLJU-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cccnc2)n1,0,1
UBIGLFMMKSHTCL-XYPYZODXSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2CC(c3ccccc3)C2)no1,0,3
UBLPTRCPCBWBQJ-MWLCHTKSSA-N,c1ccc(NC2CCCCC2)nc1,0,0
UBMQUDZBOKUCFG-UHFFFAOYSA-N,O=C(CNS(=O)(=O)c1ccccc1)NCc1cc(C2=CCCCC2)ncn1,0,4
UBMSHZLMEPQAEO-UZLBHIALSA-N,O=C(NCc1cc(-c2cccnc2)ccn1)C1CCCN1S(=O)(=O)c1ccccc1,0,3
UBNFGYAHASKHBP-DPGVGJJJSA-N,O=C(Cn1cnc2[nH]c(=O)n(CC3CCO3)c(=O)c21)Nc1csc(-c2cnc(N3CC4CC4C3)nc2)n1,0,1
UBPCAFJGUWNEMN-UHFFFAOYSA-N,O=C1NC2=C(C(=O)c3ccccc32)C(c2ccccc2)N1,0,3
UBUXWCVQTXCIQO-CTNGQTDRSA-N,O=C(NCc1cccc(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,0,1
UCDSHIQKQTZWPG-HBYGRHMLSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,0,0
UCEMIMKHNJNYGN-GXTWGEPZSA-N,O=c1c2ccnn2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,0,4
UCJIHDPETWQPQU-JYAVWHMHSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccn4)CC32)no1,0,4
UCKXLBXZQVVGPI-SWLSCSKDSA-N,O=c1ccc2c(=O)n(Cc3nc(C4COC(c5ccccc5)C4)no3)cnc2[nH]1,0,1
UDAGLRCWWLUKSE-ZETCQYMHSA-N,O=c1[nH]c2nc[nH]c2c(=O)n1Cc1ccon1,0,4
UDPABTBYLOLUHD-RUYXUALKSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4cccc(-c5cn[nH]c5)c4)CC32)no1,0,2
UEHUSIYUKHFKRV-PXNSSMCTSA-N,O=C(NCc1cc(-c2cccnc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,0,0
UEHUSIYUKHFKRV-XLIONFOSSA-N,O=C(NCc1cc(-c2cccnc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,0,0
UEIQIVZEFKXGRU-DZGCQCFKSA-N,O=c1ncn(Cc2nc(C3COC(c4ccccc4)C3)no2)c2ncccc12,0,1
UENMERGMSLVGMM-UHFFFAOYSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(CCCOc2ccccc2)c(=O)o1,0,0
UFGFONRIHSHSQK-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2cccnc2)n1,0,1
UFPYGNKXLRNGEZ-LBPRGKRZSA-N,O=c1c2ccsc2ncn1Cc1nc(CCc2cc3ccccc3o2)no1,0,1
UFWFBUMHAHPWIR-QFIPXVFZSA-N,O=C(NCc1cn(-c2ccccc2)c(=O)[nH]c1=O)C1C=CCN1S(=O)(=O)c1cc2ccccc2o1,0,2
UGCWKTVXXQNBBB-QMMMGPOBSA-N,O=c1[nH]c2nc[nH]c2c(=O)n1Cc1ccon1,0,4
UGLQOTZNBCEHHB-GXTWGEPZSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,0,2
UGNITJJEQSWNLC-FQEVSTJZSA-N,O=C(NCc1cc(-c2cccnc2)ncn1)C1CC2(CC2)CN1S(=O)(=O)c1ccccc1,0,2
UHFTVWYXWVHSRU-DEOSSOPVSA-N,O=C(NCc1cn(-c2ccccc2)c(=O)n(C2CCOCC2)c1=O)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,0,1
UHKWFAINYHCAGK-ZDUSSCGKSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cncnc2)n1,0,0
UIGLXZWGNZLPBE-UHFFFAOYSA-N,c1ccc(Nc2n[nH]c3ccccc23)cc1,0,3
UIOBCEWGNQAZGR-LBPRGKRZSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cncnc2)n1,0,0
UIRWKLHAJGYDII-HDJSIYSDSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2CC(Cc3ccccc3)C2)no1,0,0
UJNIKPJDCKJXCL-SMDDNHRTSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,0,2
UJUTWGLLXLIFHF-XJKSGUPXSA-N,O=c1c2[nH]cnc2ccn1Cc1nc(C2COC(c3ccccc3)C2)no1,0,0
ULJYMNHMDLMTMC-JXMROGBWSA-N,O=C(C=Cc1ccccc1)Nc1ccccc1,0,3
ULKXMRSVFAZCMY-UHFFFAOYSA-N,c1ccc(Nc2n[nH]c3cc(-c4ccccc4)ccc23)cc1,0,1
ULMWCILOQZCGJY-UHFFFAOYSA-N,O=C(CNS(=O)(=O)c1ccccc1)NCC1CCN(c2ccccc2)C1,0,4
ULPYOGCEDACOBS-XXBNENTESA-N,O=C(NCc1cc(-c2ccccc2)ccn1)C1CCCN1S(=O)(=O)c1ccccc1,0,2
ULQKHUFRRFOYGH-VXGBXAGGSA-N,c1ccc(NC2CCCCC2)cc1,0,4
ULYAWZCWOGWOHO-MOPGFXCFSA-N,O=C(NCc1cnn(-c2cccnc2)c1)C1CCCC1S(=O)(=O)c1ccccc1,0,3
ULYAWZCWOGWOHO-UHFFFAOYSA-N,O=C(NCc1cnn(-c2cccnc2)c1)C1CCCC1S(=O)(=O)c1ccccc1,0,3
UMPKQOIERIFEBI-XLIONFOSSA-N,O=C(NCc1ccnc(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,0,0
UMRMICUACMEDEJ-NSHDSACASA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ncno3)c(=O)c21)Nc1cccc(-c2cncnc2)n1,0,0
UNDOEYISHOZRKE-AWEZNQCLSA-N,O=c1c2cccnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,0,1
UNUFMVKHNXLXDY-JTQLQIEISA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cncnc2)n1,0,2
UPRRZFSNUVXMOP-UHFFFAOYSA-N,c1ccc(-c2ccc3[nH]ncc3c2)cc1,0,4
UQQKRMCYRSVYLO-SWLSCSKDSA-N,O=c1c2ccnn2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,0,4
URFBKMSDRKBRGT-UHFFFAOYSA-N,O=C(Cc1[nH]nc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,0,3
URFSQYMVDMFPDP-VQFNDLOPSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,0,0
URUKHZGNVYMGRF-SUMWQHHRSA-N,O=c1c2cccnc2cnn1Cc1nc(C2COC(c3ccccc3)C2)no1,0,4
USAKNJFJFIOYMS-UHFFFAOYSA-N,O=C(CNS(=O)(=O)c1ccccc1)NCc1cc(-c2cccnc2)ncn1,0,3
USDCLRVAPBYPTA-UHFFFAOYSA-N,O=c1c2cccnc2ncn1Cc1nn(CCCOc2ccccc2)c(=O)o1,0,4
USIMINOHYGYKII-BLLLJJGKSA-N,O=c1c2cccnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,0,2
UTFLCXHCPNBVTF-OOHWJJMZSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1ccnc(-c2ccc(N3CC4CC4C3)nc2)n1,0,0
UTHLYYCFCKJWHC-LBPRGKRZSA-N,O=c1c2ccsc2ncn1Cc1nc(CCc2ccccc2)no1,0,2
UTJXOPBNZMFOCR-UHFFFAOYSA-N,O=C(Cn1cnc2ccccc2c1=O)NCCc1ccccc1,0,4
UTKNJQPGTMVBMG-UOIKSKOESA-N,O=c1c2cccnc2cnn1Cc1nc(C2C3CN(c4ccccn4)CC32)no1,0,2
UTUGFRIYXHKDHB-UHFFFAOYSA-N,O=C(CNS(=O)(=O)c1ccccc1)NCC1CCN(c2ccccc2)C1,0,4
UTZJMYCMNMRQMT-UHFFFAOYSA-N,c1ccc(CC2CCCCC2)cc1,0,2
UUNIDFJRGJIJRR-KNQAVFIVSA-N,O=C(NCc1cccc(-c2ccccn2)c1)C1CCCN1S(=O)(=O)c1ccccc1,0,0
UVBNFRHQCIVIHZ-UHFFFAOYSA-N,O=C(Nc1cccc(NCCc2ccccc2)c1)c1cccs1,0,0
UVOLYTDXHDXWJU-UHFFFAOYSA-N,C1=Cc2ccccc2OC1,0,2
UVSNLHFJAUUNSA-UHFFFAOYSA-N,c1ccc(Oc2ncnc3ccccc23)cc1,0,3
UWDLUBUGDCCBFZ-UHFFFAOYSA-N,O=C(Cn1cnc2c1C(=O)NC1=NCCN12)Nc1nc(-c2ccccc2)cs1,0,3
UWMCTQWPZDKBJF-UHFFFAOYSA-N,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,0,2
UXBMNEVNXIVWQJ-UKRRQHHQSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(C2CCC(c3ccccc3)C2)c(=O)o1,0,4
UXGWCMBTDPTQJV-UHFFFAOYSA-N,O=C(CNC(=O)c1cnoc1)c1ccccc1,0,3
UYKCJYVCQPMHNT-HWWDLCQESA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccc5[nH]ncc5c4)CC32)no1,0,3
UZJUTLNJTZTLIT-DZGCQCFKSA-N,O=c1c2cncn2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,0,1
UZYVKXQRCHHNOU-UHFFFAOYSA-N,O=c1c2cccnc2ncn1Cc1nc(CCc2ccccc2)no1,0,1
VAMUXLNWFXEYKM-HDMKZQKVSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,0,3
VAQHWBGAUVOQKD-UHFFFAOYSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,0,1
VATHVJGDHKTADD-WCQYABFASA-N,O=c1[nH]cnc2ncn(Cc3nc(C4COC(c5ccccc5)C4)no3)c12,0,2
VAUMAOIZDODPOE-WCQYABFASA-N,O=c1c2[nH]nnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,0,2
VAUVHMUBXCTTST-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccccn3)c(=O)c21)Nc1cccc(-c2ccccc2)n1,0,0
VAYDAGLRIHWYGW-QMMMGPOBSA-N,O=c1c2ccoc2ncn1Cc1nnn(CCc2cccs2)n1,0,2
VBAQWZDXFYJLPZ-KDOFPFPSSA-N,O=C(NCc1cc(-c2cccnc2)ccn1)C1CCCN1S(=O)(=O)c1ccccc1,0,3
VBARHQQFLPIUTB-UHFFFAOYSA-N,c1ccccc1,0,1
VBECZLUYZDGVPW-UHFFFAOYSA-N,O=C(NCc1cnn(-c2ccccc2)c1)C1CCC1S(=O)(=O)c1ccccc1,0,0
VBGLYOIFKLUMQG-UHFFFAOYSA-N,c1ccc2c(c1)COc1ccccc1-2,0,2
VBHUAEAMIBSWPP-BXHXUVEDSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2CC(c3ccccc3)C2)no1,0,3
VCXGBNHNTXKUCT-UHFFFAOYSA-N,O=C(NCC(Cc1ccccc1)N1CCCCC1)C1(c2ccccc2)CCCC1,0,2
VDBSUBROLBYPGD-HDMKZQKVSA-N,O=c1c2cccnc2ncn1Cc1nc(C2C3C=C(c4ccccn4)CC32)no1,0,1
VDBSUBROLBYPGD-VKJFTORMSA-N,O=c1c2cccnc2ncn1Cc1nc(C2C3C=C(c4ccccn4)CC32)no1,0,1
VDCOJMKBACDIHW-UHFFFAOYSA-N,c1ccc(-c2cn3ccccc3n2)cc1,0,3
VDIXOYLZZZHDQJ-LBPRGKRZSA-N,O=c1c2ccoc2ncn1Cc1nnn(CCc2cc3ccccc3o2)n1,0,3
VEKRDFXHKYPUDM-JYAVWHMHSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccn4)CC32)no1,0,4
VEMZHLOZTPSJFN-UHFFFAOYSA-N,O=c1c2[nH]nnc2ncn1Cc1nnn(CCc2ccccc2)n1,0,0
VFSLVUVIVLWMRP-QHCPKHFHSA-N,O=C(NCc1cc(-c2ccccn2)c[nH]c1=O)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,0,1
VHFMFACYDKNZNT-UHFFFAOYSA-N,O=C1C2=C(NC(=S)NC2c2cccnc2)c2ccccc21,0,0
VHMBOLLMTSJADJ-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccccn3)c(=O)c21)Nc1cccc(-c2ccccc2)n1,0,0
VHUHAUBXPXCHGU-UHFFFAOYSA-N,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,0,3
VHXGUMGNAHRKJN-GTPINHCMSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cnc(N3CC4CC4C3)nc2)n1,0,1
VIBZVCTVDABVAD-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1csc(-c2cccnc2)n1,0,2
VIGYQGXGPVTFTN-IPVJXJPOSA-N,O=c1c2cccnc2ncn1Cc1nc(C2CC(c3ccccc3)C2)no1,0,2
VIJLKGFAZJGZBA-JYAVWHMHSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4cccnc4)CC32)no1,0,4
VIKBLYZHPHWKGJ-CVEARBPZSA-N,O=C(NCc1cnn(-c2cncnc2)c1)C1CCC1S(=O)(=O)c1ccccc1,0,1
VILMMYYNTBYFJR-WOSRLPQWSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccn4)CC32)no1,0,0
VILMMYYNTBYFJR-WWGRRREGSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccn4)CC32)no1,0,0
VJCDMKPFUPJSKB-JOYOIKCWSA-N,c1ccc(CC2CCCCC2)nc1,0,4
VJONDNDXWADLLZ-XVAYZXCPSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4cccc(-c5ccccc5)c4)CC32)no1,0,2
VJUMGXLZSHPUNN-NQZBTDCJSA-N,O=C(NCc1ccnc(-c2cncnc2)c1)C1CCCN1Sc1ccccc1,0,0
